wmc,dit,cbo,rfc,ca,ce,npm,lcom3,loc,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
5,6,14,17,1,13,1,0.916666667,60,0.884615385,0.666666667,2,3,10.4,1,0.6,0
4,4,21,30,1,20,3,1.0,131,0.978723404,0.5555555560000001,3,9,31.0,1,0.5,0
5,1,45,83,4,41,2,0.75,789,0.0,0.5,0,0,155.6,1,0.6,0
4,2,6,5,2,4,3,2.0,19,0.842105263,0.583333333,0,0,3.75,1,0.75,0
2,3,29,38,2,27,2,2.0,216,0.875,0.625,1,1,107.0,5,2.5,0
2,3,33,34,2,31,2,2.0,151,0.875,0.625,1,1,74.5,17,8.5,1
34,1,30,110,2,28,20,0.908045977,1476,0.0,0.247474747,0,0,41.55882353,41,3.3824,0
6,4,13,30,1,12,1,0.933333333,101,0.833333333,0.533333333,2,4,15.33333333,1,0.6667,0
5,4,16,26,1,15,3,1.0,109,0.9552238809999999,0.4,3,5,20.2,3,1.0,0
7,4,13,22,2,11,1,1.0,67,0.8,0.611111111,2,5,8.142857142999999,1,0.7143,0
5,8,18,19,1,17,1,0.916666667,69,0.896551724,0.666666667,2,3,12.2,1,0.6,0
54,1,231,232,155,77,47,0.994409504,2624,0.0,0.08449548800000001,0,0,47.09259259,15,2.7778,0
2,3,16,18,3,13,2,2.0,116,0.875,0.583333333,1,1,57.0,9,4.5,0
2,1,10,12,0,10,0,1.0,86,0.0,1.0,0,0,34.0,0,0.0,0
5,7,23,24,1,22,1,0.916666667,105,0.892857143,0.666666667,2,3,19.4,1,0.6,0
7,5,21,38,2,19,5,0.944444444,221,0.907407407,0.541666667,4,8,30.14285714,1,0.7143,0
6,1,7,43,1,6,1,0.8,258,0.0,0.261904762,0,0,41.83333333,3,1.3333,0
3,3,8,22,0,8,2,0.75,91,0.947368421,0.666666667,0,0,28.66666667,4,1.3333,0
2,3,15,14,1,14,2,2.0,54,0.875,0.625,1,1,26.0,1,0.5,0
2,3,7,11,1,6,2,2.0,42,0.875,0.625,1,1,20.0,3,1.5,0
2,3,10,14,1,9,2,2.0,73,0.875,0.666666667,1,1,35.5,7,3.5,0
2,1,10,12,0,10,0,1.0,51,0.0,1.0,0,0,20.0,0,0.0,0
5,3,13,47,4,9,3,0.75,167,0.9347826090000001,0.5,2,3,31.8,3,1.4,0
2,3,15,13,4,11,2,2.0,161,0.875,0.583333333,1,1,79.5,1,0.5,0
2,3,12,14,1,11,2,2.0,54,0.875,0.625,1,1,26.0,4,2.0,0
4,5,10,13,1,9,1,1.0,43,0.916666667,0.5555555560000001,2,2,9.0,1,0.5,0
4,7,10,13,1,9,1,1.0,43,0.9259259259999999,0.5555555560000001,2,2,9.0,1,0.5,0
3,4,22,32,0,22,1,1.0,469,0.953488372,0.666666667,1,2,153.0,1,0.6667,0
10,1,7,16,4,3,10,0.7777777779999999,86,0.0,0.28,0,0,7.2,1,0.9,0
5,5,7,25,0,7,2,1.15,111,0.911111111,0.6,1,1,20.2,4,1.4,0
2,3,23,18,2,21,2,2.0,96,0.875,0.625,1,1,47.0,1,0.5,0
2,3,10,8,0,10,2,2.0,26,0.875,0.625,1,1,12.0,1,0.5,0
4,5,2,9,0,2,2,1.111111111,32,0.9701492540000001,1.0,4,6,6.25,1,0.5,0
6,6,23,22,6,17,1,0.8666666670000001,85,0.851851852,0.7333333329999999,2,3,12.66666667,1,0.6667,0
2,2,10,11,3,7,2,2.0,45,0.8,0.666666667,0,0,21.5,1,0.5,0
5,5,21,33,5,16,4,1.0,114,0.942307692,0.5,4,11,21.2,1,0.6,0
2,2,8,12,1,7,2,2.0,46,0.8,0.666666667,0,0,22.0,3,1.5,0
2,4,99,11,88,11,2,2.0,68,0.944444444,0.625,1,1,33.0,7,3.5,0
5,7,17,18,1,16,1,0.916666667,66,0.8888888890000001,0.666666667,2,3,11.6,1,0.6,0
4,5,27,45,1,26,3,1.0,176,0.9607843140000001,0.5555555560000001,4,9,42.25,1,0.5,0
5,6,18,19,1,17,1,0.916666667,75,0.884615385,0.666666667,2,3,13.4,1,0.6,0
2,1,8,10,0,8,0,1.0,41,0.0,1.0,0,0,16.0,0,0.0,0
2,3,7,7,1,6,2,2.0,23,0.875,0.625,1,1,10.5,1,0.5,0
2,3,15,20,1,14,2,2.0,73,0.875,0.625,1,1,35.5,4,2.0,0
4,2,37,34,2,35,3,0.833333333,219,0.666666667,0.5555555560000001,1,1,53.25,1,0.5,0
2,3,20,26,0,20,2,2.0,169,0.875,0.625,1,1,83.5,14,7.0,0
6,6,28,29,8,20,1,0.8666666670000001,167,0.851851852,0.7333333329999999,2,3,26.33333333,1,0.6667,0
5,4,15,18,3,12,4,1.0,70,0.94,0.5,3,6,12.4,1,0.6,0
2,3,17,14,2,15,2,2.0,115,0.875,0.625,1,1,56.5,6,3.0,0
4,5,10,13,1,9,1,1.0,43,0.916666667,0.5555555560000001,2,2,9.0,1,0.5,0
3,4,10,11,3,7,2,0.5,308,0.9090909090000001,0.625,2,2,101.33333329999999,1,0.3333,0
3,3,5,14,0,5,2,0.75,55,0.9411764709999999,0.666666667,1,1,16.66666667,1,0.3333,0
2,1,95,97,0,95,0,1.0,476,0.0,1.0,0,0,190.0,0,0.0,0
3,4,6,8,4,2,2,1.166666667,29,0.981132075,1.0,3,4,7.666666667,1,0.3333,0
4,3,9,28,0,9,2,0.7777777779999999,98,0.9607843140000001,1.0,1,1,22.75,1,0.5,0
4,5,28,39,1,27,3,1.0,146,0.9607843140000001,0.5555555560000001,4,9,34.75,1,0.5,0
4,5,11,13,2,9,1,1.0,43,0.916666667,0.5555555560000001,2,2,9.0,1,0.5,0
5,6,14,18,1,13,1,0.916666667,72,0.884615385,0.666666667,2,3,12.8,1,0.6,0
2,4,13,5,2,11,2,2.0,16,0.944444444,0.625,1,1,7.0,1,0.5,0
16,1,12,24,9,3,16,0.8857142859999999,150,0.0,0.2875,0,0,7.9375,1,0.9375,0
6,6,15,19,2,13,1,0.8666666670000001,72,0.851851852,0.7333333329999999,2,3,10.5,1,0.6667,0
6,4,12,30,1,11,4,1.0,132,0.936507937,0.5,3,4,20.5,1,0.6667,0
5,6,14,17,1,13,1,0.916666667,60,0.884615385,0.666666667,2,3,10.4,1,0.6,0
2,3,19,17,3,16,2,2.0,62,0.875,0.625,1,1,30.0,1,0.5,0
2,2,18,16,2,16,2,2.0,67,0.8,0.666666667,0,0,32.5,1,0.5,0
5,4,24,37,1,23,3,1.0,230,0.9684210529999999,0.375,3,10,44.0,1,0.6,0
2,4,21,24,1,20,2,2.0,128,0.944444444,0.625,1,1,63.0,14,7.0,0
2,1,7,9,0,7,0,1.0,41,0.0,1.0,0,0,16.0,0,0.0,0
2,3,12,12,1,11,2,2.0,41,0.875,0.625,1,1,19.5,4,2.0,0
2,3,20,19,1,19,2,2.0,68,0.875,0.625,1,1,33.0,1,0.5,0
2,1,2,4,0,2,0,1.0,11,0.0,1.0,0,0,4.0,0,0.0,0
4,4,28,36,1,27,3,1.0,198,0.966666667,0.5555555560000001,3,7,47.75,1,0.5,0
4,4,10,18,1,9,3,1.0,87,0.978723404,0.5555555560000001,3,9,20.0,1,0.5,0
4,4,6,5,1,5,1,2.0,13,0.9117647059999999,0.625,1,1,2.25,1,0.75,0
5,7,25,25,2,23,1,0.916666667,89,0.892857143,0.666666667,2,3,16.2,1,0.6,0
4,6,11,13,2,9,1,1.0,43,0.92,0.5555555560000001,2,2,9.0,1,0.5,0
3,5,2,13,0,2,1,1.0,284,0.978723404,1.0,1,2,91.33333333,6,2.0,0
5,7,15,24,1,14,1,1.0,96,0.892857143,0.666666667,2,3,17.4,1,0.6,0
2,3,16,23,2,14,2,2.0,88,0.875,0.625,1,1,43.0,1,0.5,0
8,1,23,57,1,22,6,0.976190476,513,0.0,0.214285714,0,0,62.375,12,4.375,0
2,1,11,13,0,11,0,1.0,56,0.0,1.0,0,0,22.0,0,0.0,0
2,1,25,27,0,25,0,1.0,126,0.0,1.0,0,0,50.0,0,0.0,0
4,4,14,24,1,13,3,1.0,111,0.978723404,0.5555555560000001,3,9,26.0,1,0.5,0
2,3,6,7,0,6,2,2.0,17,0.966666667,0.666666667,2,3,7.5,1,0.5,0
5,2,4,7,3,1,5,0.5,51,0.727272727,0.6,0,0,8.6,1,0.6,0
6,4,47,77,1,46,2,1.066666667,1180,0.80952381,0.323076923,1,1,195.16666669999998,6,1.5,0
3,4,3,8,1,2,2,1.166666667,29,0.98,1.0,3,5,7.666666667,1,0.3333,0
2,3,24,15,4,20,2,2.0,102,0.875,0.625,1,1,50.0,2,1.0,0
2,3,19,25,4,15,2,2.0,141,0.875,0.625,2,2,69.5,1,0.5,0
4,7,10,13,1,9,1,1.0,43,0.923076923,0.5555555560000001,2,2,9.0,1,0.5,0
6,7,23,27,1,22,1,0.8666666670000001,101,0.8620689659999999,0.7333333329999999,2,3,15.33333333,1,0.6667,0
3,1,11,29,0,11,2,0.75,270,0.0,0.625,0,0,88.33333333,13,4.3333,0
4,7,10,13,1,9,1,1.0,43,0.923076923,0.5555555560000001,2,2,9.0,1,0.5,0
4,3,11,21,2,9,2,0.7777777779999999,96,0.955555556,0.666666667,1,2,22.25,2,0.75,0
2,3,7,6,1,6,2,2.0,26,0.875,0.625,1,1,12.0,2,1.0,0
2,3,16,19,1,15,2,2.0,70,0.875,0.625,1,1,34.0,1,0.5,0
5,7,16,18,1,15,1,0.916666667,68,0.8888888890000001,0.666666667,2,3,12.0,1,0.6,0
7,3,37,58,0,37,5,0.8863636359999999,598,0.842105263,0.5,0,0,81.28571429,17,4.1429,0
12,1,2,21,2,0,12,0.818181818,142,0.0,0.708333333,0,0,10.41666667,7,1.4167,0
4,4,10,15,1,9,3,1.0,64,0.966666667,0.5555555560000001,3,6,14.25,1,0.5,0
3,1,15,12,0,15,3,2.0,62,0.0,0.47619047600000003,0,0,19.66666667,2,1.0,1
4,1,20,35,0,20,2,0.833333333,266,0.0,0.380952381,0,0,65.0,1,0.5,0
2,3,27,31,4,23,2,2.0,161,0.875,0.625,2,2,79.5,13,6.5,0
1,1,2,3,0,2,0,2.0,78,0.0,0.0,0,0,11.0,0,0.0,0
4,1,6,19,0,6,3,1.0,78,0.0,0.5625,0,0,18.25,2,1.0,0
1,1,2,3,0,2,0,2.0,79,0.0,0.0,0,0,11.0,0,0.0,0
1,1,1,3,0,1,0,2.0,18,0.0,0.0,0,0,11.0,0,0.0,0
4,3,6,11,0,6,1,2.0,26,0.7857142859999999,0.45,1,2,5.5,1,0.75,0
1,1,2,3,0,2,0,2.0,20,0.0,0.0,0,0,11.0,0,0.0,0
1,1,2,3,0,2,0,2.0,16,0.0,0.0,0,0,11.0,0,0.0,0
1,1,2,3,0,2,0,2.0,16,0.0,0.0,0,0,11.0,0,0.0,0
8,2,13,39,0,13,1,0.9285714290000001,231,0.533333333,0.390625,1,6,27.625,4,2.0,0
1,1,2,3,0,2,0,2.0,16,0.0,0.0,0,0,11.0,0,0.0,0
2,1,3,2,0,3,2,2.0,2,0.0,0.75,0,0,0.0,1,1.0,0
1,1,2,3,0,2,0,2.0,15,0.0,0.0,0,0,11.0,0,0.0,0
1,1,1,3,0,1,0,2.0,22,0.0,0.0,0,0,11.0,0,0.0,0
1,1,2,3,0,2,0,2.0,17,0.0,0.0,0,0,11.0,0,0.0,0
1,1,2,3,0,2,0,2.0,15,0.0,0.0,0,0,11.0,0,0.0,0
1,1,1,3,0,1,0,2.0,20,0.0,0.0,0,0,11.0,0,0.0,0
1,1,3,1,0,3,1,2.0,1,0.0,1.0,0,0,0.0,1,1.0,0
1,1,2,3,0,2,0,2.0,18,0.0,0.0,0,0,11.0,0,0.0,0
1,1,2,3,0,2,0,2.0,22,0.0,0.0,0,0,11.0,0,0.0,0
23,3,5,51,0,5,18,0.8737373740000001,334,0.7260273970000001,0.146245059,3,22,13.13043478,7,1.5652,0
1,1,1,3,0,1,0,2.0,18,0.0,0.0,0,0,11.0,0,0.0,0
1,1,2,3,0,2,0,2.0,29,0.0,0.0,0,0,11.0,0,0.0,0
3,1,6,7,0,6,3,2.0,19,0.0,0.666666667,0,0,5.333333333,1,0.6667,0
2,1,5,12,0,5,2,2.0,56,0.0,0.625,0,0,27.0,4,2.0,0
1,1,2,3,0,2,0,2.0,16,0.0,0.0,0,0,11.0,0,0.0,0
2,1,3,10,0,3,2,2.0,41,0.0,0.666666667,0,0,19.5,2,1.0,0
3,5,6,17,0,6,3,2.0,61,0.961538462,1.0,3,8,19.33333333,4,1.6667,0
2,1,3,10,0,3,2,2.0,33,0.0,0.666666667,0,0,15.5,2,1.0,0
0,1,0,0,0,0,0,2.0,4,0.0,0.0,0,0,0.0,0,0.0,0
2,3,8,12,0,8,1,2.0,49,0.9285714290000001,0.75,1,1,23.0,3,1.5,0
0,1,0,0,0,0,0,2.0,9,0.0,0.0,0,0,0.0,0,0.0,0
2,2,17,22,0,17,2,2.0,107,0.5,0.75,0,0,52.5,5,2.5,0
7,4,10,23,4,9,1,1.0,136,0.944954128,0.5,2,4,18.0,1,0.8571,0
3,4,2,5,0,2,1,1.5,12,0.8888888890000001,0.666666667,1,1,2.666666667,1,0.6667,0
4,5,4,10,0,4,1,2.0,43,0.8,0.625,2,3,9.75,4,1.5,0
2,1,3,10,0,3,2,2.0,33,0.0,0.666666667,0,0,15.5,2,1.0,0
8,3,11,27,0,11,8,0.857142857,164,0.8478260870000001,0.325,2,6,18.875,5,1.875,0
1,1,1,3,0,1,0,2.0,17,0.0,0.0,0,0,11.0,0,0.0,0
1,1,1,3,0,1,0,2.0,17,0.0,0.0,0,0,11.0,0,0.0,0
4,1,11,20,1,10,3,1.222222222,93,0.0,0.5625,0,0,21.5,2,1.0,0
5,2,6,12,0,6,1,1.0,39,0.6,0.4,1,2,6.6,2,1.0,0
1,1,1,3,0,1,0,2.0,23,0.0,0.0,0,0,11.0,0,0.0,0
1,1,0,2,0,0,1,2.0,4,0.0,1.0,0,0,3.0,0,0.0,0
1,1,1,3,0,1,0,2.0,16,0.0,0.0,0,0,11.0,0,0.0,0
1,1,0,2,0,0,1,2.0,27,0.0,1.0,0,0,3.0,0,0.0,0
3,3,6,6,0,6,1,2.0,15,0.846153846,0.533333333,1,1,4.0,1,0.6667,0
1,1,1,3,0,1,0,2.0,34,0.0,0.0,0,0,11.0,0,0.0,0
3,1,10,18,0,10,2,1.0,67,0.0,0.41666666700000005,0,0,21.0,3,1.3333,0
3,1,8,19,0,8,1,1.0,103,0.0,0.38888888899999996,0,0,32.66666667,5,2.0,0
1,1,1,3,0,1,0,2.0,16,0.0,0.0,0,0,11.0,0,0.0,0
11,1,1,12,1,0,11,0.933333333,55,0.0,0.363636364,0,0,3.454545455,1,0.9091,0
1,1,2,3,0,2,0,2.0,15,0.0,0.0,0,0,11.0,0,0.0,0
1,1,1,3,0,1,0,2.0,43,0.0,0.0,0,0,11.0,0,0.0,0
1,1,1,3,0,1,0,2.0,16,0.0,0.0,0,0,11.0,0,0.0,0
6,2,12,26,2,10,1,1.0,87,0.545454545,0.4,2,3,13.33333333,3,1.3333,0
1,1,1,3,0,1,0,2.0,22,0.0,0.0,0,0,11.0,0,0.0,0
1,1,2,3,0,2,0,2.0,15,0.0,0.0,0,0,11.0,0,0.0,0
1,1,1,3,0,1,0,2.0,17,0.0,0.0,0,0,11.0,0,0.0,0
1,1,2,3,0,2,0,2.0,16,0.0,0.0,0,0,11.0,0,0.0,0
1,1,2,3,0,2,0,2.0,17,0.0,0.0,0,0,11.0,0,0.0,0
1,1,5,3,3,2,0,2.0,17,0.0,0.0,0,0,11.0,0,0.0,0
1,2,1,2,0,1,1,2.0,4,1.0,1.0,0,0,3.0,0,0.0,0
1,1,2,3,0,2,0,2.0,20,0.0,0.0,0,0,11.0,0,0.0,0
1,1,2,3,0,2,0,2.0,33,0.0,0.0,0,0,11.0,0,0.0,0
5,2,6,12,0,6,1,1.0,39,0.6,0.4,1,2,6.6,2,1.0,0
1,1,1,3,0,1,0,2.0,17,0.0,0.0,0,0,11.0,0,0.0,0
1,1,1,3,0,1,0,2.0,16,0.0,0.0,0,0,11.0,0,0.0,0
2,1,2,2,0,2,2,2.0,2,0.0,1.0,0,0,0.0,1,1.0,0
1,1,2,3,0,2,0,2.0,19,0.0,0.0,0,0,11.0,0,0.0,0
1,1,4,1,0,4,1,2.0,1,0.0,1.0,0,0,0.0,1,1.0,0
1,1,2,3,0,2,0,2.0,21,0.0,0.0,0,0,11.0,0,0.0,0
3,1,6,20,0,6,2,1.0,69,0.0,0.5,0,0,21.66666667,4,1.6667,0
1,1,2,3,0,2,0,2.0,19,0.0,0.0,0,0,11.0,0,0.0,0
12,1,2,15,1,1,12,0.9090909090000001,67,0.0,0.25,0,0,4.083333333,1,0.9167,0
1,1,1,3,0,1,0,2.0,17,0.0,0.0,0,0,11.0,0,0.0,0
1,1,2,3,0,2,0,2.0,18,0.0,0.0,0,0,11.0,0,0.0,0
1,1,2,3,0,2,0,2.0,17,0.0,0.0,0,0,11.0,0,0.0,0
5,2,6,12,0,6,1,1.0,39,0.6,0.4,1,2,6.6,2,1.0,0
1,1,1,3,0,1,0,2.0,17,0.0,0.0,0,0,11.0,0,0.0,0
1,1,2,3,0,2,0,2.0,81,0.0,0.0,0,0,11.0,0,0.0,0
3,1,11,24,1,10,2,2.0,132,0.0,0.333333333,0,0,43.0,9,3.6667,0
1,1,1,3,0,1,0,2.0,16,0.0,0.0,0,0,11.0,0,0.0,0
1,1,1,3,0,1,0,2.0,16,0.0,0.0,0,0,11.0,0,0.0,0
1,1,2,3,0,2,0,2.0,20,0.0,0.0,0,0,11.0,0,0.0,0
1,1,2,3,0,2,0,2.0,16,0.0,0.0,0,0,11.0,0,0.0,0
1,1,2,3,0,2,0,2.0,17,0.0,0.0,0,0,11.0,0,0.0,0
1,1,1,3,0,1,0,2.0,19,0.0,0.0,0,0,11.0,0,0.0,0
4,1,10,31,0,10,1,0.916666667,195,0.0,0.38888888899999996,0,0,46.75,9,2.5,0
1,1,2,3,0,2,0,2.0,19,0.0,0.0,0,0,11.0,0,0.0,0
3,2,4,6,0,4,3,2.0,18,0.666666667,0.5,1,1,5.0,1,0.6667,0
1,1,1,3,0,1,0,2.0,16,0.0,0.0,0,0,11.0,0,0.0,1
1,1,2,3,0,2,0,2.0,56,0.0,0.0,0,0,11.0,0,0.0,0
1,1,1,3,0,1,0,2.0,16,0.0,0.0,0,0,11.0,0,0.0,0
13,1,1,14,1,0,13,0.94047619,65,0.0,0.487179487,0,0,3.461538462,1,0.9231,0
1,1,2,3,0,2,0,2.0,45,0.0,0.0,0,0,11.0,0,0.0,0
1,1,4,1,0,4,1,2.0,1,0.0,1.0,0,0,0.0,1,1.0,0
5,2,6,12,0,6,1,1.0,39,0.6,0.4,1,2,6.6,2,1.0,0
6,3,9,18,0,9,6,0.7,95,0.8863636359999999,0.333333333,2,6,14.5,4,1.6667,0
4,2,16,22,2,14,3,0.666666667,228,0.727272727,0.5,1,1,55.75,12,6.0,0
6,3,24,36,0,24,2,1.2,150,0.444444444,0.583333333,1,1,23.66666667,5,1.8333,1
2,6,3,10,1,2,1,2.0,46,0.9910714290000001,1.0,1,1,22.0,1,0.5,0
7,4,10,23,4,9,1,1.0,136,0.944954128,0.5,2,4,18.0,1,0.8571,0
10,4,6,31,2,5,2,0.9259259259999999,135,0.8666666670000001,0.5,1,2,12.2,1,0.8,0
9,3,15,39,0,15,8,0.895833333,264,0.8297872340000001,0.333333333,2,6,27.66666667,11,2.6667,0
2,4,12,31,0,12,1,1.6,177,0.978723404,0.75,2,2,85.0,8,4.0,0
7,3,17,36,0,17,6,0.875,197,0.8666666670000001,0.261904762,2,7,26.57142857,12,2.7143,0
3,4,10,23,0,10,1,2.0,114,0.958333333,0.666666667,1,1,37.0,6,3.3333,0
0,1,0,0,0,0,0,2.0,5,0.0,0.0,0,0,0.0,0,0.0,0
3,3,9,16,0,9,1,1.5,53,0.8666666670000001,0.5,1,1,16.33333333,2,1.3333,0
3,1,16,31,0,16,2,1.25,120,0.0,0.41666666700000005,0,0,38.33333333,8,3.0,0
0,1,0,0,0,0,0,2.0,0,0.0,0.0,0,0,0.0,0,0.0,0
4,3,11,19,5,6,1,1.0,63,0.8125,0.5,3,3,14.25,2,1.0,0
3,2,3,7,0,3,1,2.0,23,0.666666667,0.583333333,1,2,6.666666667,1,0.6667,0
2,4,2,3,1,1,1,2.0,7,0.875,1.0,1,2,2.5,1,0.5,0
7,5,11,28,1,11,4,1.0,78,0.96031746,0.333333333,2,4,9.857142857000001,2,1.0,0
0,1,0,0,0,0,0,2.0,0,0.0,0.0,0,0,0.0,0,0.0,0
2,2,1,3,0,1,1,2.0,7,0.75,1.0,1,1,2.5,1,0.5,0
3,5,7,11,0,7,3,1.5,47,0.961538462,1.0,3,8,14.33333333,4,1.6667,0
2,4,1,3,0,1,1,2.0,7,0.875,1.0,1,2,2.5,1,0.5,0
4,1,17,35,0,17,3,1.0,157,0.0,0.5,0,0,38.0,3,1.25,0
3,2,3,7,0,3,1,2.0,23,0.666666667,0.583333333,1,2,6.666666667,1,0.6667,0
3,4,8,24,0,8,1,1.0,99,0.958333333,0.444444444,2,2,31.33333333,5,2.0,0
4,6,11,18,0,11,2,1.166666667,81,0.9741379309999999,0.35,2,2,18.75,5,2.5,0
2,1,10,18,0,10,2,2.0,42,0.0,0.666666667,0,0,20.0,1,0.5,0
7,1,13,29,2,11,5,1.0,139,0.0,0.14285714300000002,0,0,18.42857143,8,1.8571,0
3,5,7,20,0,7,3,1.166666667,93,0.961538462,1.0,4,9,29.0,5,2.0,0
2,5,4,4,1,3,1,2.0,9,0.990990991,1.0,1,1,3.5,1,0.5,0
13,2,37,83,1,37,1,0.958333333,525,0.52,0.24175824199999998,2,11,39.23076923,15,2.9231,0
0,1,0,0,0,0,0,2.0,2,0.0,0.0,0,0,0.0,0,0.0,0
2,1,2,5,0,2,1,2.0,13,0.0,0.5,0,0,5.5,1,0.5,0
2,1,3,10,0,3,2,2.0,31,0.0,0.666666667,0,0,14.5,2,1.0,0
3,2,21,30,0,21,2,2.0,116,0.7142857140000001,0.5,1,1,37.66666667,4,2.0,0
2,3,15,13,0,15,2,2.0,59,0.8,0.75,1,1,27.5,3,1.5,1
2,4,1,3,0,1,1,2.0,7,0.875,1.0,1,2,2.5,1,0.5,0
0,1,0,0,0,0,0,2.0,2,0.0,0.0,0,0,0.0,0,0.0,0
14,4,27,63,2,25,8,0.923076923,277,0.894736842,0.243589744,3,7,18.57142857,4,1.3571,1
7,3,15,40,0,15,1,1.125,218,0.8125,0.342857143,3,8,29.57142857,4,2.0,0
3,1,24,56,0,24,2,1.0,190,0.0,0.41666666700000005,0,0,62.0,6,2.3333,0
4,5,4,10,0,4,1,2.0,48,0.8,0.625,2,3,11.0,5,1.75,0
7,3,22,31,2,20,2,1.0,145,0.4,0.342857143,1,1,19.57142857,6,1.8571,1
2,1,3,10,0,3,2,2.0,33,0.0,0.666666667,0,0,15.5,2,1.0,0
4,1,18,33,0,18,3,1.0,117,0.0,0.5,0,0,28.0,2,1.0,0
14,4,29,66,2,27,8,0.923076923,299,0.894736842,0.243589744,3,7,20.14285714,4,1.5,0
3,4,6,5,0,6,2,1.5,18,0.833333333,0.7777777779999999,1,2,4.333333333,1,0.6667,0
2,1,10,19,0,10,2,2.0,46,0.0,0.666666667,0,0,22.0,1,0.5,0
0,1,0,0,0,0,0,2.0,3,0.0,0.0,0,0,0.0,0,0.0,0
2,4,1,3,0,1,1,2.0,7,0.875,1.0,1,2,2.5,1,0.5,0
3,1,13,21,0,13,2,0.5,73,0.0,0.666666667,0,0,22.66666667,2,0.6667,0
0,1,0,0,0,0,0,2.0,8,0.0,0.0,0,0,0.0,0,0.0,0
3,5,8,24,0,8,1,1.0,86,0.959183673,0.444444444,2,2,27.33333333,5,2.0,0
4,1,27,38,0,27,2,0.7777777779999999,164,0.0,0.41666666700000005,0,0,39.25,4,1.25,0
3,2,3,7,0,3,1,2.0,23,0.666666667,0.583333333,1,2,6.666666667,1,0.6667,0
3,1,9,18,0,9,3,2.0,58,0.0,0.7777777779999999,0,0,18.33333333,1,0.6667,0
4,1,5,12,1,4,3,2.0,88,0.0,0.41666666700000005,0,0,21.0,4,2.0,0
7,3,14,30,0,14,6,0.875,163,0.8666666670000001,0.261904762,2,7,21.71428571,8,2.1429,0
2,6,3,10,1,2,1,2.0,46,0.9910714290000001,1.0,1,1,22.0,1,0.5,0
2,1,11,18,0,11,2,2.0,58,0.0,0.666666667,0,0,28.0,2,1.0,0
3,4,2,5,0,2,1,1.5,12,0.8888888890000001,0.666666667,1,1,2.666666667,1,0.6667,0
0,1,0,0,0,0,0,2.0,19,0.0,0.0,0,0,0.0,0,0.0,0
0,1,0,0,0,0,0,2.0,1,0.0,0.0,0,0,0.0,0,0.0,0
3,4,8,24,0,8,1,1.0,113,0.958333333,0.444444444,2,2,36.0,7,2.6667,0
2,1,8,11,0,8,2,2.0,53,0.0,0.666666667,0,0,25.5,3,1.5,0
4,5,12,23,0,12,3,1.166666667,87,0.943396226,0.5,3,9,20.25,5,1.75,0
4,1,17,29,0,17,2,1.0,120,0.0,0.35,0,0,28.75,6,2.5,0
9,3,13,40,0,13,8,0.84375,256,0.8297872340000001,0.311111111,2,6,27.0,9,2.2222,0
8,5,34,75,2,32,2,1.142857143,466,0.533333333,0.236111111,1,1,56.75,5,2.375,0
3,2,3,7,0,3,1,2.0,23,0.666666667,0.583333333,1,2,6.666666667,1,0.6667,0
6,3,15,40,0,15,6,0.8666666670000001,163,0.8863636359999999,0.333333333,2,6,25.66666667,5,1.8333,0
2,1,6,12,0,6,2,2.0,43,0.0,0.666666667,0,0,20.5,4,2.0,0
5,4,9,23,0,9,2,1.25,126,0.962616822,0.6,3,4,24.0,3,1.6,0
3,5,5,10,0,5,3,1.5,42,0.961538462,1.0,3,8,12.66666667,4,1.6667,0
2,4,2,7,0,2,1,2.0,29,0.978723404,0.75,1,1,13.5,4,2.0,0
4,3,8,13,1,7,3,0.857142857,85,0.8125,0.35,0,0,18.5,5,1.75,0
2,1,10,16,2,8,2,0.0,51,0.0,0.625,0,0,24.0,1,0.5,0
7,6,29,58,0,29,3,0.8888888890000001,306,0.962121212,0.333333333,3,5,42.28571429,8,2.1429,0
3,2,3,7,0,3,1,2.0,23,0.666666667,0.583333333,1,2,6.666666667,1,0.6667,0
3,4,2,5,0,2,1,1.5,12,0.8888888890000001,0.666666667,1,1,2.666666667,1,0.6667,0
0,1,0,0,0,0,0,2.0,7,0.0,0.0,0,0,0.0,0,0.0,0
3,2,3,7,0,3,1,2.0,23,0.666666667,0.583333333,1,2,6.666666667,1,0.6667,0
4,3,8,13,1,7,3,0.857142857,85,0.8125,0.35,0,0,18.5,5,1.75,0
3,2,3,7,0,3,1,2.0,23,0.666666667,0.583333333,1,2,6.666666667,1,0.6667,0
0,1,0,0,0,0,0,2.0,3,0.0,0.0,0,0,0.0,0,0.0,0
2,1,10,19,0,10,2,2.0,46,0.0,0.666666667,0,0,22.0,1,0.5,0
6,3,12,24,0,12,6,0.7,103,0.8863636359999999,0.333333333,2,6,15.83333333,5,1.8333,0
6,3,12,25,0,12,6,0.7,136,0.8863636359999999,0.333333333,2,6,21.33333333,6,2.0,0
6,5,5,26,1,4,2,0.6,128,0.916666667,0.444444444,1,2,20.0,3,1.1667,0
3,3,8,18,0,8,1,1.5,67,0.8666666670000001,0.5,1,1,21.0,4,2.0,0
2,2,17,22,0,17,2,2.0,91,0.5,0.75,0,0,44.5,5,2.5,0
3,1,13,24,0,13,3,2.0,92,0.0,0.7777777779999999,0,0,29.66666667,1,0.6667,0
3,5,9,16,0,9,3,1.5,59,0.961538462,1.0,3,8,18.33333333,4,1.6667,0
